,userName,score,at,content,clean_teks,polarity_score,polarity
566,putu rani,5,2023-11-12T13:45:45.000,"Sukaaa banget sma template""nya bagus buat yang mau edit video tanpa ribet, apalagi ada fitur marketingnya Kita jadi bisa buat tamplate iklan dengan cepat","sama,bagus,buat,yang,mau,ribet,ada,jadi,buat,cepat",11,positive
567,Khairil Anwar,4,2023-11-28T16:38:38.000,"Error kita pas mengetik teks double padahal kita udah pas kata-katanya, kata katanya udah bener tapi di layar malah double, minta tolong yaaa developer perbaiki error nya ini mengganggu 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏","error,pas,teks,sudah,pas,kata,kata,sudah,benar,minta,tolong,baik,error,ganggu",-2,negative
568,Wulan Kharohmah,4,2023-11-12T08:52:07.000,"udah kembali kaya semula sih i hope gaada perubahan aneh aneh lagi lah, Alhamdulillah udah bisa login pake akun google juga, tadinya kan engga sialan dan juga udah kaya biasanya lagii, semoga update kedepannya lagi ga kaya kemarin kemarin deh.","sudah,kaya,mula,aneh,aneh,lagi,alhamdulillah,sudah,sial,sudah,kaya,biasa,lagi,moga,terbaru,lagi,tidak,kaya",13,positive
569,Pit Pitaaa,5,2023-09-26T07:10:00.000,"Apk yang keren, tampilannya simple namun komplit, sangat mudah dipahami untuk pemula. Terimakasih.","aplikasi,yang,tampil,sederhana,sangat,mudah,mula,terima kasih",4,positive
570,Keysha Azahra,5,2023-10-26T21:08:49.000,"makasi buat yang udah bikin apk ini, apk nya bener"" membantu dan jarang bug, cuma iklan nya ya kadang agak menganggu dan semoga bisa di perbaiki lagi.","buat,yang,sudah,aplikasi,aplikasi,benar,bantu,cuma,kadang,ganggu,moga,baik,lagi",-7,negative
571,******,5,2023-10-12T15:45:44.000,"Syukaaa...dah pake cukup lama tapi baru sempat nilai,puas lah aplikasinya sudah beberapa kali instal macam² aplikasi edit video,tapi cuma ini yang paling cocok,mudah digunakan Its Recommended","cukup,lama,aplikasi,sudah,pasang,aplikasi,cuma,yang,guna",-17,negative
572,Sinta Ehvanina,2,2023-11-20T12:07:05.000,Kenapa capcut saya kalo mau ngedit video yang mau di maksukan ke template gak ada gambar video nya. Mohon untuk di kasih solusi nya🙏,"saya,kalau,mau,yang,mau,ada,gambar,mohon,kasih,solusi",14,positive
573,Almira,2,2023-11-10T21:41:01.000,"Sering bnget kalau buka capcut katanya jaringan ga ada, padahal ada dan lancar lancar aja, tolong diperbaiki ya","sering,kalau,buka,kata,jaringan,tidak,ada,ada,lancar,lancar,saja,tolong,baik",16,positive
574,Mardoni Tarzani,5,2023-11-19T16:27:17.000,"Aplikasi yang sangat bagus untuk mengedit video dan foto ,sangat mudah digunakan,sangat terbantu buat orang yang ngga bisa ngedit","aplikasi,yang,sangat,bagus,foto,sangat,mudah,bantu,buat,yang,tidak",0,neutral
575,Ranto Merpin,1,2023-10-29T15:53:58.000,"Saya suka aplikasi ini,tapi kadang ini ngelag ngelag.Saya tidak tau,aplikasinya yang seperti ini atau hpku yang error?Tolong diperbaiki yah","saya,suka,aplikasi,kadang,tidak,yang,seperti,yang,baik",-14,negative
576,Maysaroh Saja,5,2023-11-28T16:44:21.000,"Aplikasi yg super duper bagus,sangat membatu,di kala butuh konten bisa langsung buka aplikasi nya,uh Poko nya mantap","aplikasi,yang,super,butuh,langsung,buka,aplikasi,poko,mantap",-6,negative
577,Gita Sonia,5,2023-10-30T11:40:40.000,Aplikasi membantu sekali buat kaum muda mudi utk meng edit video dan foto menggunakan template dan back sound yg bnyk pilihannya,"aplikasi,bantu,sekali,buat,muda,foto,guna,yang,banyak,pilih",-3,negative
578,ermithagracia _,2,2023-11-23T20:20:17.000,Aku mau edit pakai teks otomatis dan teks dwibahasa tapi tidak mau tersimpan mohon perbaiki aplikasinya,"aku,mau,teks,otomatis,teks,tidak,mau,simpan,mohon,baik,aplikasi",2,positive
579,Evi Rahayu,1,2023-09-07T15:06:23.000,"Aplikasi nya makin kesini malah makin kesana, gara2 update terus jadi banyak bug nya padahal sebelumnya aman2 aja, tolong diperbaiki ya.","aplikasi,makin,makin,gara,terbaru,jadi,banyak,saja,tolong,baik",2,positive
580,Tetin April,3,2023-11-18T13:35:42.000,"Stelah di update bukannya Makin lancar tpi malah makin ngelag,mau buka aplikasi nya aja nunggu lama banget ,ngelag juga.. Tlong diperbaiki","terbaru,bukan,makin,lancar,makin,buka,aplikasi,saja,nunggu,lama,tolong,baik",3,positive
581,BOCIL PUBG,2,2023-11-05T10:05:58.000,"Sekarang saya kasih bintang 2 dulu karena setiap saya buat video panjang, kalo di cut vid nya diam tapi waktu nya jalan terus, dan pas di ekspor vidnya jg di bagian cut slalu diam 5 detikan","saya,kasih,karena,saya,buat,panjang,kalau,diam,pas,bagi,diam",2,positive
582,Zahira Syafia,5,2023-07-23T16:44:25.000,"Sangat berguna bagi video editor! ✨ Kau akan menguasainya jika sudah terbiasa menggunakan aplikasi ini, banyak fitur yg sangat berguna dan bagus , iklan ok ok saja namun kekurangannya jika terlalu banyak foto/overlay yg dimasukan terkadang selalu terjadi bug yg dimana akan keluar dri appnya sendiri tetapi proyek yg dibuat otomatis SAVED 🌟🌟🌟🌟🌟","sangat,guna,bagi,kuasa,sudah,biasa,guna,aplikasi,banyak,yang,sangat,guna,bagus,ok,ok,saja,kurang,terlalu,banyak,yang,terkadang,jadi,yang,keluar,dari,aplikasi,sendiri,yang,buat,otomatis",-3,negative
583,Maulana achmad Abraham,3,2023-07-05T22:55:48.000,"Aku kasih bintang 3 dulu, ada fitur yang harus ditambahkan di aplikasi Capcut : 1. Time Remap 2. Keyframe bisa di pindah dengan cara ""tekan lama, lalu pindahkan posisi agar smooth"" 3. 3D 4. ""Lioner"" pada pergerakan benda menggunakan keyframe Dan masih banyak lagi, saya akan beri tahu kekurangannya lagi jika sudah update pada seterusnya. Di mohon untuk developer tingkatkan lagi ya, agar mempermudah para kreator editing Capcut","aku,kasih,ada,yang,harus,tambah,aplikasi,pindah,tekan,lama,lalu,pindah,agar,pada,guna,banyak,lagi,saya,beri,tahu,kurang,lagi,sudah,terbaru,pada,mohon,tingkat,lagi,agar,mudah,para",-2,negative
584,Fadilah 10,2,2023-07-19T11:13:22.000,"Apknya emang bagus. Aku juga baru update, tapi lemot banget. Pas mau ekspor foto tuh ga bisa-bisa loading terus padahal sinyal bagus. Tiba-tiba gagal mengunduh terus. Mau simpen videonya juga lama banget. Dari tadi mau ngedit ga bisa-bisa kelamaan sampe muter-muter kirain mah sinyalnya yang jelek eh ternyata emang ga bisa loading terus. tolong segera diperbaiki ya capcut.","aplikasi,bagus,aku,terbaru,lot,pas,mau,foto,tidak,bagus,gagal,mau,lama,dari,mau,tidak,lama,sampai,kira,yang,jelek,nyata,tidak,tolong,segera,baik",-6,negative
585,Gek Naya,4,2023-07-31T14:34:07.000,"Kalo menurut aku capcut itu bagus, tiap hari pasti ada template baru. Cuma masalahnya kadang2 itu videonya itu lambat jadi lagunya duluan video nya masih di posisi sebelum lagu itu, Jadi agak kurng nyaman kalo ngedit. But,tetep bagus ko! 👍","kalau,turut,aku,itu,bagus,pasti,ada,cuma,masalah,kadang,itu,itu,lambat,jadi,lagu,duluan,lagu,itu,jadi,kurang,nyaman,kalau,bagus",6,positive
586,ratihikawdl_,5,2023-07-23T08:08:05.000,"Aplikasi capcut memang bagus dan juga sangat mudah untuk membuat transisi video atau ngedit video. Tapi kekurangannya kenapa capcut sekarang bermasalah? Saat pakai tamplet susah untuk menyimpan ke galeri, bukan hanya itu tampilan tamplet juga susah dilihat. Padahal sinyal wifi lancar:') Mungkin bisa ditingkatkan kembali. Mungkin itu saja masukan dari saya dan terimakasih atas perhatiannya salam.","aplikasi,memang,bagus,sangat,mudah,buat,kurang,masalah,susah,simpan,bukan,hanya,itu,tampil,susah,lihat,lancar,mungkin,tingkat,mungkin,itu,saja,dari,saya,terima kasih,atas",-17,negative
587,Intan Delia,4,2023-11-22T16:07:05.000,"Assalamualaikum Aku mau kasih saran Capcut itu bagus tapi ada kekurangan nya kekurangan nya adalah mohon capcut di Update, Update nya jangan terlalu lag Terima kasih","assalamualaikum,aku,mau,kasih,saran,itu,bagus,ada,kurang,kurang,mohon,terbaru,terbaru,jangan,terlalu,terima,kasih",20,positive
588,AR_projeck,1,2023-11-22T21:48:53.000,Tambah update malahan tambah gajelass suka ada tulisan koneksi buruk padahal koneksinya lancar terus keluar sendiri waktu ngedit terus liriknya jadi berantakan gajelass,"tambah,terbaru,tambah,suka,ada,koneksi,buruk,koneksi,lancar,keluar,sendiri,jadi",15,positive
589,M Akhdan,5,2023-10-15T16:15:23.000,"Aplikasi Sangat Bagus Banget Untuk Pemula Menjadi Editor Terbagus Didunia Ini Aamin, Tolong Lagi Update Supaya Makin Banyak Fitur-Fitur Nya. Update Nya Capcut 02-November Ya l. Thanks You Aku Tunggu Update Nya. Semoga Aplikasi Capcut Semakin Besar Dan Berjaya Aamin!!","aplikasi,sangat,bagus,mula,jadi,bagus,dunia,tolong,lagi,terbaru,supaya,makin,banyak,terbaru,terima kasih,aku,tunggu,terbaru,moga,aplikasi,makin,besar,jaya",26,positive
590,Indra Utama,3,2023-10-17T19:40:18.000,Masih ada yang kurang tidak bisa karaoke an .. Kalau bisa tingkatkan lagi biar tambah exsis ini aplikasi nya .. Buat sementara tiga dulu bintang nya Oke,"ada,yang,kurang,tidak,kalau,tingkat,lagi,tambah,aplikasi,buat,sementara,oke",-14,negative
591,Samar Kandi,5,2023-10-05T17:35:37.000,"Apk ini bagi saya sangat merekomendasikan senang dengan adanya apk ini walaupun awalnya saya cuma bisa melihat orang"" mengedit kini saya jadi tertarik dengan apk sebagus ini yang lebih bagusnya lagi bisa dapat gaji dari apk ini, pokoknya apk sangat bagus😍😍😍","aplikasi,bagi,saya,sangat,senang,ada,aplikasi,awal,saya,cuma,lihat,kini,saya,jadi,tarik,aplikasi,bagus,yang,lebih,bagus,lagi,dapat,dari,aplikasi,pokok,aplikasi,sangat,bagus",-3,negative
592,Daniel Sihombing,3,2023-11-18T18:35:01.000,"Untuk aplikasinya sangat bagus, tapi🥲 fitur capcut pro atau berbayar membuat tidak bisa menyimpan video","aplikasi,sangat,bagus,bayar,buat,tidak,simpan",-5,negative
593,Alif Wiguna,5,2023-11-03T10:21:36.000,APK ini sangat bagus dan sangat membantu bagi para kreator untk membuat vidio menjadi lebih manarik .. menu yang di sediakan juga cukup lengkap dan mudah di pelajari,"aplikasi,sangat,bagus,sangat,bantu,bagi,para,buat,jadi,lebih,yang,sedia,cukup,lengkap,mudah,ajar",13,positive
594,Shiva Batam,1,2023-11-18T21:27:51.000,sumpah ni apk ngeselin parah udh buat edit susah pas keluar eh malah ada tulisan *ada beberapa projek yang rusak* pls benerin lagi dongg !! aku jadi nya gk bisa upload tt,"sumpah,aplikasi,ngeselin,parah,buat,susah,pas,keluar,ada,ada,yang,rusak,tolong,lagi,aku,jadi,tidak,tt",-16,negative
595,intan permata,3,2023-10-21T21:56:31.000,ini knp ya capcutku hasilnya ga sinkron bgt. pas nyoba templat tp antara foto sm lagunya ga pas gt. bisa tolong pencerahannya :),"hasil,tidak,sinkron,pas,coba,foto,lagu,tidak,pas,tolong",5,positive
596,Ilham Adli,1,2023-12-02T12:30:48.000,"Makin kesini makin parah,sering ngebug macet,ngekspor video berkali-kali pun tetap gitu.berhenti ngelag,atau GK force close buruk buruk buruk!!!","makin,makin,pun,tetap,tidak,paksa,tutup,buruk,buruk,buruk",-22,negative
597,Alesha Andria,4,2023-10-29T14:27:51.000,Sudah bagus sih.. Tapi....klo mau putar mundur video.. Sukanya nge bug😞.. Atau freeze video nya 🤧perbaiki ya developer... Semangat! 😌💗,"sudah,bagus,mau,suka,baik,semangat",20,positive
598,Candida Nurrohmah,4,2023-09-05T21:57:27.000,"semua sudah bagus,tapi ada satu masalah.Ini kenapa di punya saya memuat efeknya lama sekali? padahal sinyal lancar,mohon di perbaiki yaa terimakasih","semua,sudah,ada,satu,punya,saya,efek,lama,sekali,baik,terima kasih",13,positive
599,Dimar Sya,1,2023-09-12T19:01:30.000,Kenapa yaa aplikasinya ceket banget. Kaya NGA pernah di update aja. 😒. Aplikasi nga berkualitas. Di awal-awal aja pelayananya bagus lama kelamaan juga semakin eror/nga jelas.,"aplikasi,kaya,terbaru,saja,aplikasi,kualitas,saja,pelayanan,bagus,lama,lama,makin,jelas",-4,negative
600,Houshou Ren,3,2023-10-15T17:01:43.000,"setelah update kok malah makin buruk ya?, kok saya tidak bisa mencari template, selalu muncul ""Tidak dapat dimuat. Ketuk untuk mencoba lagi"" sudah saya lakukan berkali kali, tapi tetap sama, semakin hari bukannya semakin bagus kok semakin buruk","terbaru,makin,buruk,saya,tidak,cari,muncul,tidak,dapat,coba,lagi,sudah,saya,tetap,sama,makin,bukan,makin,bagus,makin,buruk",-7,negative
601,Komang Windari,5,2023-10-28T10:46:01.000,"Apk nya sangat bagus dan berguna dalam mengedit video mencari template yang cocok, setelah di-update Saya menjadi lebih gampang dalam mengunakan template, semangat terus ya min 😁👍✨","aplikasi,sangat,bagus,guna,dalam,cari,yang,cocok,terbaru,saya,jadi,lebih,gampang,dalam,semangat",15,positive
602,Zelda Nur Faizah,4,2023-06-29T12:32:11.000,"Aplikasinya sekarang jadi ngelag, padahal memo udah aku hapusin. Setiap ingin melihat template sebelum jadi kenapa suara nya jadi cepat sedangkan yang video nya jadi lambat. Akibat itu saya tidak tau hasilnya bagaimana. Sementara aku kasih bintang 4 dulu ya","aplikasi,jadi,sudah,aku,lihat,jadi,suara,jadi,cepat,yang,jadi,lambat,akibat,itu,saya,tidak,tahu,hasil,sementara,aku,kasih",7,positive
603,Maria Ivana,5,2023-10-08T14:40:22.000,Aplikasinya bagus tapi kok pas ekspor lama banget ya padahal pake Wi-Fi yang kenceng dan juga jaringannya sangat bagus . Itu aja yang saya sampaikan terimakasih,"aplikasi,bagus,pas,lama,yang,kencang,jaringan,sangat,bagus,itu,saja,yang,saya,sampai,terima kasih",-3,negative
604,Dokter Hewan Arifin Zai Channel,4,2023-09-28T16:07:38.000,"Kok sekarang agak susah dan lelet ya, juga sering gagal masukkan video atau photo tambahan, dan bahkan keluar sendiri dari aplikasi. Ini terjadi sejak update","susah,lambat,sering,gagal,tambah,keluar,sendiri,dari,aplikasi,jadi,terbaru",-8,negative
605,Wido Apr,3,2023-09-25T16:17:07.000,Perasaan dari kemarin-kemarinnya update melulu klo update tuh sekali brp tahun gitu ini baru brp hari udah update klo bisa kedepannya jangan update melulu yaa soalnya bikin ngebug trs. Oke segitu aja pesan yg aku sampaikan semoga kedepannya bisa diperbaiki 🙏,"asa,dari,terbaru,mulu,kalau,terbaru,sekali,sudah,terbaru,kalau,jangan,terbaru,mulu,soal,oke,segitu,saja,pesan,yang,aku,sampai,moga,baik",11,positive
606,Muhammad. Khaidir,5,2023-10-10T10:29:01.000,"Apk editor yang mudah dan bagus dalam pengeditan vidio,saranin deh cepat unduh aplikasi capcut ini yang bisa mengubah Tiap editan kita lebih bagus","aplikasi,yang,mudah,bagus,dalam,cepat,aplikasi,yang,lebih,bagus",-3,negative
607,diana sari,2,2023-11-25T13:41:13.000,"aduhh pusing nya lihat capcut ini, kenapa setiap mau masuki rekaman suara dri file malah isi suaranya berbeda ga sesuai, lain rekaman lain pula yg tertampil","pusing,lihat,mau,rekam,suara,dari,isi,suara,beda,tidak,sesuai,lain,rekam,lain,yang,tampil",-5,negative
608,Tribun 14,5,2023-09-24T12:28:52.000,Aplikasi nya sangat membantu dalam membuat vidio menjadi lebih bervariasi terima kasih sudah membantu kami para editor jadi lebih mudah dalam berkarya!,"aplikasi,sangat,bantu,dalam,buat,jadi,lebih,terima,kasih,sudah,bantu,para,jadi,lebih,mudah,dalam,karya",32,positive
609,Rizky olivia Rosalie,3,2023-11-01T18:49:41.000,"makin kesini makin kurang bagus, kalo ngedit kadang ke refresh sndiri jadi harus nyari lagi template ya, trus skrang kalo simpen vidio ada logo capcutnya, malah lebih bagus capcut versi duluuu","makin,makin,kurang,bagus,kalau,kadang,sendiri,jadi,harus,mencari,lagi,kalau,ada,lebih,bagus",-2,negative
610,Marni Tusi,5,2023-07-30T14:34:43.000,"Aplikasi CapCut adalah aplikasi pengeditan video yang luar biasa. Antarmuka pengguna yang intuitif dan fitur-fiturnya yang kaya membuatnya sangat mudah digunakan, bahkan bagi pemula sekalipun. Dengan CapCut, saya dapat dengan mudah memotong, menggabungkan, menambahkan efek, dan musik ke video saya. Fitur-fitur tambahan seperti stabilisasi gambar, transisi yang mulus, dan alat pengeditan warna juga sangat berguna. Saya sangat merekomendasikan CapCut kepada siapa saja yang ingin membuat video krea","aplikasi,aplikasi,yang,biasa,guna,yang,intuitif,yang,kaya,buat,sangat,mudah,guna,bagi,mula,saya,dapat,mudah,potong,gabung,tambah,efek,musik,saya,tambah,seperti,gambar,yang,mulus,sangat,guna,saya,sangat,siapa,saja,yang,buat",-5,negative
611,Almirah Nayla,4,2023-11-27T21:54:40.000,"Bagus sih tapi sayangnya pas habis di update ke versi 10.0.0 kok tamplate yang aku like sama yang aku favorite hilang semua:( jadi agak nyesel ngeupdate versi 10.0.0,soalnya banyak kenangan nya","bagus,sayang,pas,habis,terbaru,yang,aku,sama,yang,aku,favorite,hilang,semua,jadi,sesal,soal,banyak,kenang",23,positive
612,Agnesiha Narendra Puspita,1,2023-11-10T17:34:23.000,"Sekarang klo di ekspor ke tiktok tetep ada watermarknya, sangat-sangat tidak aesthetic🗿🙏🏻 mohon kembalikan seperti dulu, terimakasih","kalau,ada,tidak,mohon,seperti,terima kasih",4,positive
613,Ikrimah Eka,5,2023-10-24T12:33:30.000,"Aplikasinya sangat bermanfaat dalam mengedit video untuk pembuatan tugas kuliah. Efeknya keren, kekinian banget","aplikasi,sangat,manfaat,dalam,buat,tugas,efek,kini",13,positive
614,-ceyiin,2,2023-10-07T16:59:07.000,"Setelah update sekarang capcut jadi lag parah, bahkan saat mengedit dan mau ganti foto itu kadang keluar sendiri, terutama saat mengekspor selalu lag kadang sampai keluar sendiri","terbaru,jadi,parah,mau,ganti,foto,itu,kadang,keluar,sendiri,kadang,sampai,keluar,sendiri",5,positive
615,Riot vs Everybody,2,2023-09-24T16:35:57.000,"Aplikasi sering macet, lambat, penyesuaian foto tidak langsung ke semuanya kalo ada bbrp foto duplikat","aplikasi,sering,lambat,sesuai,foto,tidak,langsung,semua,kalau,ada,foto",7,positive
616,Andreas Ardya,5,2023-11-19T10:39:59.000,Pengeditan video jadi lebih mudah dengan Aplikasi CapCut ini. Banyak Template yang bebas untuk digunakan sesuai kebutuhan. Terimakasih sudah menyedikan aplikasi ini.,"jadi,lebih,mudah,aplikasi,banyak,yang,bebas,guna,sesuai,butuh,terima kasih,sudah,aplikasi",-1,negative
617,Ferdita putri Jasmine,1,2023-11-02T21:10:15.000,sgt bikin emosi saya sudah ekspor tanpa tanda air tapi malah ada logo nya dan saya sudah ekspor 5 kali yg terakhir saya prustasi membuat hati saya bm kecewa terpaksa saya zoom dan hasil tidak hd+nge zoom,"sangat,emosi,saya,sudah,tanda,air,ada,saya,sudah,yang,saya,buat,hati,saya,paksa,saya,hasil,tidak",-10,negative
618,magfoer 17,5,2023-11-06T13:54:49.000,Aplikasi nya sangat membantu bagi pemula.. Cuman sayang untuk yang pro biaya nya kemahalan buat yang kerjaan nya bukan editor,"aplikasi,sangat,bantu,bagi,mula,sayang,yang,mahal,buat,yang,bukan",-7,negative
619,Its Azza,4,2023-10-15T19:06:31.000,"Minus nya kalo keluar langsung masuk lagi template yang udah di pake ilang, balikin lah ke capcut yang dulu sekitar sebulan lalu udah bagus malah di update aneh gini","minus,kalau,keluar,langsung,lagi,yang,sudah,hilang,yang,bulan,lalu,sudah,bagus,terbaru,aneh",4,positive
620,Dini Tri rahayu,2,2023-09-09T05:20:57.000,"Awalnya CC mmg bagus tp setelah sy uninstal lalu saya download kembali, CC tdk bisa dibuka samsek, semua saran dr google sdh dilakukan tp ttp tdk bs, mohon untuk perbaikannya.","awal,bagus,saya,copot,lalu,saya,tidak,buka,sama sekali,semua,saran,dari,tidak,mohon,baik",-7,negative
621,Feby Zebrina,4,2023-10-05T19:44:22.000,Soal bagus banget untuk buat konten dan bagus di dipeajari lebih detil buat kegiatan konten dan lain lain dan juga bisa juga buat konten semuanya di CapCut disitu lengkap sekali semuanya di CapCut coba aja deh lah seru jangan lupa donlown CapCut ya karena seru bet dah sumpah aku suka sih gua kasih bintang ke capcut 4 karena lumayan aja ditu saja,"soal,bagus,buat,bagus,lebih,buat,lain,lain,buat,semua,lengkap,sekali,semua,coba,saja,seru,jangan,lupa,karena,seru,sudah,sumpah,aku,suka,saya,kasih,karena,lumayan,saja,saja",0,neutral
